CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
6H,176,ISRAIR AIRLINES,2025-07-04T13:35:00,2025-07-04T13:35:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
EK,2364,EMIRATES,2025-07-04T13:40:00,2025-07-04T13:40:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,62-65,C,ON TIME,בזמן
FZ,1212,FLYDUBAI,2025-07-04T13:40:00,2025-07-04T13:40:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,62-65,C,ON TIME,בזמן
IZ,152,ARKIA  ISRAELI  AIRLINES,2025-07-04T13:40:00,2025-07-04T13:40:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
LO,5254,LOT POLISH AIRLINES,2025-07-04T13:40:00,2025-07-04T13:40:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,5120,EL AL ISRAEL AIRLINES,2025-07-04T13:40:00,2025-07-04T13:40:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
BZ,691,BLUE BIRD AIRWAYS,2025-07-04T13:45:00,2025-07-04T13:45:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,5183,EL AL ISRAEL AIRLINES,2025-07-04T13:45:00,2025-07-04T13:45:00,D,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,78-99,D,ON TIME,בזמן
A4,5026,AZIMUTH AIRLINES,2025-07-04T13:50:00,2025-07-04T13:50:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,G13-G15,G,ON TIME,בזמן
B6,6466,JETBLUE AIRWAYS CORPORATION,2025-07-04T13:50:00,2025-07-04T13:50:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7436,DELTA AIRLINES,2025-07-04T13:50:00,2025-07-04T13:50:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,016,EL AL ISRAEL AIRLINES,2025-07-04T13:50:00,2025-07-04T13:50:00,A,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
6H,513,ISRAIR AIRLINES,2025-07-04T13:50:00,2025-07-04T13:50:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,G1-G10,G,ON TIME,בזמן
AM,7874,AERO MEXICO,2025-07-04T13:55:00,2025-07-04T13:55:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6462,JETBLUE AIRWAYS CORPORATION,2025-07-04T13:55:00,2025-07-04T13:55:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7429,DELTA AIRLINES,2025-07-04T13:55:00,2025-07-04T13:55:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,006,EL AL ISRAEL AIRLINES,2025-07-04T13:55:00,2025-07-04T13:55:00,A,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,5247,EL AL ISRAEL AIRLINES,2025-07-04T13:55:00,2025-07-04T13:55:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,78-99,D,ON TIME,בזמן
BZ,701,BLUE BIRD AIRWAYS,2025-07-04T14:00:00,2025-07-04T14:00:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
IZ,368,ARKIA  ISRAELI  AIRLINES,2025-07-04T14:00:00,2025-07-04T14:00:00,A,TIV,TIVAT,טיבאת,TIVAT,מונטנגרו,MONTENEGRO,3,,,NOT FINAL,לא סופי
IZ,1223,ARKIA  ISRAELI  AIRLINES,2025-07-04T14:05:00,2025-07-04T14:05:00,D,SKG,THESSALONIKI,סלוניקי,THESSALONIKI,יוון,GREECE,3,34-49,B,ON TIME,בזמן
BZ,252,BLUE BIRD AIRWAYS,2025-07-04T14:10:00,2025-07-04T14:10:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,18-33,A,ON TIME,בזמן
IZ,804,ARKIA  ISRAELI  AIRLINES,2025-07-04T14:15:00,2025-07-04T14:15:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
LY,557,EL AL ISRAEL AIRLINES,2025-07-04T14:15:00,2025-07-04T14:15:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,78-99,D,ON TIME,בזמן
LY,575,EL AL ISRAEL AIRLINES,2025-07-04T14:15:00,2025-07-04T14:15:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,ON TIME,בזמן
6H,562,ISRAIR AIRLINES,2025-07-04T14:15:00,2025-07-04T14:15:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
6H,723,ISRAIR AIRLINES,2025-07-04T14:15:00,2025-07-04T14:15:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,G1-G10,G,ON TIME,בזמן
6H,884,ISRAIR AIRLINES,2025-07-04T14:15:00,2025-07-04T14:15:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
LIL,9127,FLY LILI,2025-07-04T14:20:00,2025-07-04T14:20:00,D,BSL,BASEL,באזל,BASEL,שוויץ,SWITZERLAND,3,G16-G18,G,ON TIME,בזמן
BZ,704,BLUE BIRD AIRWAYS,2025-07-04T14:25:00,2025-07-04T14:25:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,18-33,A,ON TIME,בזמן
B6,6482,JETBLUE AIRWAYS CORPORATION,2025-07-04T14:25:00,2025-07-04T14:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7442,DELTA AIRLINES,2025-07-04T14:25:00,2025-07-04T14:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
IB,7710,IBERIA,2025-07-04T14:25:00,2025-07-04T14:25:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,026,EL AL ISRAEL AIRLINES,2025-07-04T14:25:00,2025-07-04T14:25:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,391,EL AL ISRAEL AIRLINES,2025-07-04T14:25:00,2025-07-04T14:25:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
BZ,561,BLUE BIRD AIRWAYS,2025-07-04T14:30:00,2025-07-04T14:30:00,A,BOJ,BURGAS,בורגס,BOURGAS,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
CY,110,CYPRUS AIRWAYS,2025-07-04T14:30:00,2025-07-04T14:30:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
IZ,151,ARKIA  ISRAELI  AIRLINES,2025-07-04T14:30:00,2025-07-04T14:30:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-49,B,ON TIME,בזמן
IZ,281,ARKIA  ISRAELI  AIRLINES,2025-07-04T14:30:00,2025-07-04T14:30:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,34-49,B,ON TIME,בזמן
LY,387,EL AL ISRAEL AIRLINES,2025-07-04T14:30:00,2025-07-04T14:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3183,SAS,2025-07-04T14:30:00,2025-07-04T14:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8912,AIR PORTUGAL,2025-07-04T14:30:00,2025-07-04T14:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8938,AIR PORTUGAL,2025-07-04T14:30:00,2025-07-04T14:30:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
EK,2448,EMIRATES,2025-07-04T14:35:00,2025-07-04T14:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1081,FLYDUBAI,2025-07-04T14:35:00,2025-07-04T14:35:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
LO,5256,LOT POLISH AIRLINES,2025-07-04T14:35:00,2025-07-04T14:35:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,5102,EL AL ISRAEL AIRLINES,2025-07-04T14:35:00,2025-07-04T14:35:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
BZ,462,BLUE BIRD AIRWAYS,2025-07-04T14:45:00,2025-07-04T14:45:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,18-33,A,ON TIME,בזמן
AF,6170,AIR FRANCE,2025-07-04T14:50:00,2025-07-04T14:50:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AR,7879,AEROLINEAS ARGENTINAS S.A.,2025-07-04T14:50:00,2025-07-04T14:50:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
EY,594,ETIHAD AIRWAYS,2025-07-04T14:50:00,2025-07-04T14:50:00,D,AUH,ABU DHABI,אבו דאבי,ABU DHABI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,12-17,A,ON TIME,בזמן
LY,322,EL AL ISRAEL AIRLINES,2025-07-04T14:50:00,2025-07-04T14:50:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,383,EL AL ISRAEL AIRLINES,2025-07-04T14:50:00,2025-07-04T14:50:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
SK,3169,SAS,2025-07-04T14:50:00,2025-07-04T14:50:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8900,AIR PORTUGAL,2025-07-04T14:50:00,2025-07-04T14:50:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TP,8907,AIR PORTUGAL,2025-07-04T14:50:00,2025-07-04T14:50:00,A,MRS,MARSEILLE,מרסיי,MARSEILLE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
BZ,442,BLUE BIRD AIRWAYS,2025-07-04T14:55:00,2025-07-04T14:55:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,18-33,A,ON TIME,בזמן
IZ,805,ARKIA  ISRAELI  AIRLINES,2025-07-04T15:00:00,2025-07-04T15:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G20-G25,G,ON TIME,בזמן
LY,354,EL AL ISRAEL AIRLINES,2025-07-04T15:00:00,2025-07-04T15:00:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
6H,166,ISRAIR AIRLINES,2025-07-04T15:00:00,2025-07-04T15:00:00,A,TIA,TIRANA,טיראנה,TIRANA,אלבניה,ALBANIA,3,,,NOT FINAL,לא סופי
IZ,1055,ARKIA  ISRAELI  AIRLINES,2025-07-04T15:05:00,2025-07-04T15:05:00,D,CFU,CORFU,קורפו,CORFU,יוון,GREECE,3,34-49,B,ON TIME,בזמן
ET,418,ETHIOPIAN AIRLINES,2025-07-04T15:10:00,2025-07-04T15:10:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,8808,EL AL ISRAEL AIRLINES,2025-07-04T15:10:00,2025-07-04T15:10:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
6H,336,ISRAIR AIRLINES,2025-07-04T15:15:00,2025-07-04T15:15:00,A,CTA,CATANIA  FONTANAROSSA,קטאניה,CATANIA,איטליה,ITALY,3,,,NOT FINAL,לא סופי
CY,111,CYPRUS AIRWAYS,2025-07-04T15:20:00,2025-07-04T15:20:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,66-68,C,ON TIME,בזמן
LY,5137,EL AL ISRAEL AIRLINES,2025-07-04T15:25:00,2025-07-04T15:25:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
LY,972,EL AL ISRAEL AIRLINES,2025-07-04T15:25:00,2025-07-04T15:25:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
BZ,754,BLUE BIRD AIRWAYS,2025-07-04T15:30:00,2025-07-04T15:30:00,D,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,18-33,A,ON TIME,בזמן
6H,519,ISRAIR AIRLINES,2025-07-04T15:30:00,2025-07-04T15:30:00,D,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,G1-G10,G,ON TIME,בזמן
6H,341,ISRAIR AIRLINES,2025-07-04T15:35:00,2025-07-04T15:35:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,G1-G10,G,ON TIME,בזמן
AF,6174,AIR FRANCE,2025-07-04T15:40:00,2025-07-04T15:40:00,A,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
FZ,1245,FLYDUBAI,2025-07-04T15:40:00,2025-07-04T15:40:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
IZ,213,ARKIA  ISRAELI  AIRLINES,2025-07-04T15:40:00,2025-07-04T15:40:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-49,B,ON TIME,בזמן
IZ,387,ARKIA  ISRAELI  AIRLINES,2025-07-04T15:40:00,2025-07-04T15:40:00,D,BEG,BELGRADE,בלגרד,BELGRADE,סרביה,SERBIA,3,34-49,B,ON TIME,בזמן
LY,224,EL AL ISRAEL AIRLINES,2025-07-04T15:40:00,2025-07-04T15:40:00,A,NCE,NICE,ניס,NICE,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,2522,EL AL ISRAEL AIRLINES,2025-07-04T15:45:00,2025-07-04T15:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
LY,543,EL AL ISRAEL AIRLINES,2025-07-04T15:45:00,2025-07-04T15:45:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,ON TIME,בזמן
6H,587,ISRAIR AIRLINES,2025-07-04T15:45:00,2025-07-04T15:45:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,G1-G12,G,ON TIME,בזמן
EK,2449,EMIRATES,2025-07-04T15:50:00,2025-07-04T15:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-61,C,ON TIME,בזמן
FZ,1082,FLYDUBAI,2025-07-04T15:50:00,2025-07-04T15:50:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-61,C,ON TIME,בזמן
IB,7713,IBERIA,2025-07-04T15:50:00,2025-07-04T15:50:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,394,EL AL ISRAEL AIRLINES,2025-07-04T15:50:00,2025-07-04T15:50:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,2372,EL AL ISRAEL AIRLINES,2025-07-04T15:55:00,2025-07-04T15:55:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,346,EL AL ISRAEL AIRLINES,2025-07-04T15:55:00,2025-07-04T15:55:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
SK,3154,SAS,2025-07-04T15:55:00,2025-07-04T15:55:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
DIR,2054,FLYYO,2025-07-04T16:00:00,2025-07-04T16:00:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
DL,7455,DELTA AIRLINES,2025-07-04T16:00:00,2025-07-04T16:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
ET,419,ETHIOPIAN AIRLINES,2025-07-04T16:00:00,2025-07-04T16:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,51-55,B,ON TIME,בזמן
LY,358,EL AL ISRAEL AIRLINES,2025-07-04T16:00:00,2025-07-04T16:00:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,362,EL AL ISRAEL AIRLINES,2025-07-04T16:00:00,2025-07-04T16:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
LY,5133,EL AL ISRAEL AIRLINES,2025-07-04T16:00:00,2025-07-04T16:00:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,ON TIME,בזמן
LY,8809,EL AL ISRAEL AIRLINES,2025-07-04T16:00:00,2025-07-04T16:00:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,51-55,B,ON TIME,בזמן
LY,2360,EL AL ISRAEL AIRLINES,2025-07-04T16:15:00,2025-07-04T16:15:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
6H,725,ISRAIR AIRLINES,2025-07-04T16:15:00,2025-07-04T16:15:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,G1-G12,G,ON TIME,בזמן
LY,348,EL AL ISRAEL AIRLINES,2025-07-04T16:25:00,2025-07-04T16:25:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
SK,3188,SAS,2025-07-04T16:25:00,2025-07-04T16:25:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
6H,887,ISRAIR AIRLINES,2025-07-04T16:25:00,2025-07-04T16:25:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,G1-G12,G,ON TIME,בזמן
LY,312,EL AL ISRAEL AIRLINES,2025-07-04T16:35:00,2025-07-04T16:35:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
AF,7068,AIR FRANCE,2025-07-04T16:45:00,2025-07-04T16:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AM,7898,AERO MEXICO,2025-07-04T16:45:00,2025-07-04T16:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,320,EL AL ISRAEL AIRLINES,2025-07-04T16:45:00,2025-07-04T16:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3164,SAS,2025-07-04T16:45:00,2025-07-04T16:45:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,382,EL AL ISRAEL AIRLINES,2025-07-04T16:50:00,2025-07-04T16:50:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3184,SAS,2025-07-04T16:50:00,2025-07-04T16:50:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AM,7859,AERO MEXICO,2025-07-04T16:55:00,2025-07-04T16:55:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
AR,7872,AEROLINEAS ARGENTINAS S.A.,2025-07-04T16:55:00,2025-07-04T16:55:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
FZ,1246,FLYDUBAI,2025-07-04T16:55:00,2025-07-04T16:55:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,56-61,C,ON TIME,בזמן
IB,7715,IBERIA,2025-07-04T16:55:00,2025-07-04T16:55:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,396,EL AL ISRAEL AIRLINES,2025-07-04T16:55:00,2025-07-04T16:55:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
KL,2472,K.L.M.,2025-07-04T17:05:00,2025-07-04T17:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,338,EL AL ISRAEL AIRLINES,2025-07-04T17:05:00,2025-07-04T17:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
SK,3150,SAS,2025-07-04T17:05:00,2025-07-04T17:05:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
AM,7856,AERO MEXICO,2025-07-04T17:10:00,2025-07-04T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7856,AEROLINEAS ARGENTINAS S.A.,2025-07-04T17:10:00,2025-07-04T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
B6,6456,JETBLUE AIRWAYS CORPORATION,2025-07-04T17:10:00,2025-07-04T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7431,DELTA AIRLINES,2025-07-04T17:10:00,2025-07-04T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,008,EL AL ISRAEL AIRLINES,2025-07-04T17:10:00,2025-07-04T17:10:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
AR,7876,AEROLINEAS ARGENTINAS S.A.,2025-07-04T17:15:00,2025-07-04T17:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,386,EL AL ISRAEL AIRLINES,2025-07-04T17:15:00,2025-07-04T17:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3168,SAS,2025-07-04T17:15:00,2025-07-04T17:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8899,AIR PORTUGAL,2025-07-04T17:15:00,2025-07-04T17:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
IZ,806,ARKIA  ISRAELI  AIRLINES,2025-07-04T17:20:00,2025-07-04T17:20:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,NOT FINAL,לא סופי
IZ,122,ARKIA  ISRAELI  AIRLINES,2025-07-04T17:30:00,2025-07-04T17:30:00,A,JMK,MIKONOS,מיקונוס,MYKONOS,יוון,GREECE,3,,,NOT FINAL,לא סופי
BZ,759,BLUE BIRD AIRWAYS,2025-07-04T17:45:00,2025-07-04T17:45:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
CY,1463,CYPRUS AIRWAYS,2025-07-04T17:50:00,2025-07-04T17:50:00,A,HER,HERAKLION,הרקליון,HERAKLION,יוון,GREECE,3,,,NOT FINAL,לא סופי
6H,514,ISRAIR AIRLINES,2025-07-04T18:10:00,2025-07-04T18:10:00,A,RHO,RHODES-PARADISI,רודוס,RHODES,יוון,GREECE,3,,,NOT FINAL,לא סופי
EK,2470,EMIRATES,2025-07-04T18:15:00,2025-07-04T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
FZ,1125,FLYDUBAI,2025-07-04T18:15:00,2025-07-04T18:15:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
CY,113,CYPRUS AIRWAYS,2025-07-04T18:50:00,2025-07-04T18:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,53-55,B,ON TIME,בזמן
IZ,1163,ARKIA  ISRAELI  AIRLINES,2025-07-04T18:50:00,2025-07-04T18:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,34-37,B,ON TIME,בזמן
U8,107,TUS AIRWAYS,2025-07-04T18:50:00,2025-07-04T18:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,30-33,A,ON TIME,בזמן
